UF;Sigla;Ano;Total;Homens;Mulheres;NASCIMENTOS;ÓBITOS;SALDO MIGRATÓRIO Interno (1);Internac.;Total;Exp Vd Ambos;Exp Homens;Exp Mulheres;Mort Inf Ambos;Mort Homens;Mort Mulheres
Maranhao;MA;2057;7.449.981;3.592.240;3.857.741;79.097;82.551;-24.152;0;-24.152;77,96;74,62;81,25;9,97;10,65;9,25
Maranhao;MA;2058;7.421.317;3.577.051;3.844.266;78.164;83.734;-24.152;0;-24.152;78,05;74,72;81,33;9,95;10,63;9,23
Maranhao;MA;2059;7.390.534;3.560.873;3.829.661;77.217;84.910;-24.152;0;-24.152;78,14;74,82;81,41;9,93;10,61;9,21
Maranhao;MA;2060;7.357.617;3.543.701;3.813.916;76.252;86.088;-24.152;0;-24.152;78,22;74,92;81,48;9,91;10,59;9,19
Piaui;PI;2010;3.192.643;1.565.065;1.627.578;51.267;26.117;-15.331;0;-15.331;69,92;66,09;73,92;23,45;25,13;21,67
Piaui;PI;2011;3.202.880;1.568.145;1.634.735;51.838;26.082;-15.101;0;-15.101;70,12;66,23;74,17;22,60;24,08;21,04
Piaui;PI;2012;3.212.635;1.570.970;1.641.665;49.829;26.103;-14.871;0;-14.871;70,31;66,37;74,41;21,81;23,13;20,42
Piaui;PI;2013;3.220.646;1.572.901;1.647.745;47.954;26.145;-14.641;0;-14.641;70,50;66,51;74,64;21,07;22,25;19,83
Piaui;PI;2014;3.228.556;1.574.784;1.653.772;49.307;26.242;-14.411;0;-14.411;70,68;66,65;74,87;20,37;21,43;19,26
Piaui;PI;2015;3.237.691;1.577.300;1.660.391;50.174;26.376;-14.181;0;-14.181;70,87;66,79;75,10;19,72;20,68;18,71
Piaui;PI;2016;3.246.228;1.579.517;1.666.711;47.904;26.495;-13.952;0;-13.952;71,06;66,92;75,33;19,11;19,98;18,18
Piaui;PI;2017;3.254.626;1.581.671;1.672.955;49.713;26.652;-13.722;0;-13.722;71,23;67,06;75,54;18,53;19,33;17,68
Piaui;PI;2018;3.263.754;1.584.209;1.679.545;49.251;26.842;-13.492;0;-13.492;71,41;67,20;75,76;17,98;18,73;17,19
Piaui;PI;2019;3.272.447;1.586.538;1.685.909;48.757;27.027;-13.262;0;-13.262;71,59;67,34;75,97;17,46;18,16;16,73
Piaui;PI;2020;3.280.697;1.588.657;1.692.040;48.296;27.233;-13.033;0;-13.033;71,76;67,47;76,17;16,98;17,63;16,28
Piaui;PI;2021;3.288.504;1.590.568;1.697.936;47.849;27.462;-12.803;0;-12.803;71,93;67,61;76,37;16,51;17,13;15,86
Piaui;PI;2022;3.295.812;1.592.243;1.703.569;47.315;27.710;-12.573;0;-12.573;72,10;67,75;76,57;16,07;16,67;15,45
Piaui;PI;2023;3.302.519;1.593.632;1.708.887;46.704;27.980;-12.343;0;-12.343;72,27;67,88;76,76;15,66;16,23;15,06
Piaui;PI;2024;3.308.547;1.594.700;1.713.847;46.044;28.256;-12.113;0;-12.113;72,43;68,02;76,95;15,27;15,81;14,69
Piaui;PI;2025;3.313.867;1.595.435;1.718.432;45.391;28.543;-11.884;0;-11.884;72,60;68,15;77,13;14,89;15,42;14,34
Piaui;PI;2026;3.318.480;1.595.839;1.722.641;44.769;28.852;-11.654;0;-11.654;72,75;68,29;77,31;14,54;15,06;14,00
Piaui;PI;2027;3.322.378;1.595.910;1.726.468;44.126;29.169;-11.424;0;-11.424;72,92;68,42;77,49;14,21;14,71;13,67
Piaui;PI;2028;3.325.518;1.595.630;1.729.888;43.437;29.495;-11.194;0;-11.194;73,07;68,56;77,66;13,89;14,38;13,37
Piaui;PI;2029;3.327.868;1.594.986;1.732.882;42.744;29.828;-10.964;0;-10.964;73,22;68,69;77,82;13,58;14,07;13,07
Piaui;PI;2030;3.329.443;1.593.987;1.735.456;42.099;30.168;-10.734;0;-10.734;73,38;68,83;77,99;13,30;13,78;12,80
Piaui;PI;2031;3.330.135;1.592.575;1.737.560;41.444;30.522;-10.734;0;-10.734;73,53;68,96;78,15;13,03;13,50;12,53
Piaui;PI;2032;3.329.820;1.590.685;1.739.135;40.808;30.890;-10.734;0;-10.734;73,67;69,09;78,30;12,77;13,24;12,28
Piaui;PI;2033;3.328.513;1.588.327;1.740.186;40.205;31.268;-10.734;0;-10.734;73,82;69,23;78,45;12,53;12,99;12,04
Piaui;PI;2034;3.326.223;1.585.509;1.740.714;39.607;31.657;-10.734;0;-10.734;73,96;69,36;78,60;12,30;12,75;11,81
Piaui;PI;2035;3.322.946;1.582.232;1.740.714;39.021;32.059;-10.734;0;-10.734;74,10;69,49;78,75;12,08;12,53;11,59
Piaui;PI;2036;3.318.653;1.578.486;1.740.167;38.394;32.475;-10.734;0;-10.734;74,24;69,62;78,89;11,87;12,32;11,39
Piaui;PI;2037;3.313.336;1.574.269;1.739.067;37.812;32.898;-10.734;0;-10.734;74,37;69,76;79,02;11,67;12,12;11,19
Piaui;PI;2038;3.307.039;1.569.606;1.737.433;37.294;33.333;-10.734;0;-10.734;74,50;69,89;79,16;11,48;11,93;11,01
Piaui;PI;2039;3.299.804;1.564.522;1.735.282;36.793;33.757;-10.734;0;-10.734;74,65;70,02;79,29;11,30;11,75;10,83
Piaui;PI;2040;3.291.628;1.559.016;1.732.612;36.277;34.199;-10.734;0;-10.734;74,77;70,15;79,41;11,14;11,59;10,66
Piaui;PI;2041;3.282.479;1.553.074;1.729.405;35.721;34.631;-10.734;0;-10.734;74,90;70,28;79,54;10,98;11,43;10,51
Piaui;PI;2042;3.272.365;1.546.702;1.725.663;35.219;35.068;-10.734;0;-10.734;75,03;70,41;79,66;10,83;11,27;10,36
Piaui;PI;2043;3.261.348;1.539.933;1.721.415;34.784;35.502;-10.734;0;-10.734;75,15;70,54;79,77;10,69;11,13;10,21
Piaui;PI;2044;3.249.476;1.532.793;1.716.683;34.375;35.934;-10.734;0;-10.734;75,28;70,67;79,89;10,55;10,99;10,08
Piaui;PI;2045;3.236.752;1.525.287;1.711.465;33.943;36.364;-10.734;0;-10.734;75,40;70,79;80,00;10,42;10,87;9,95
Piaui;PI;2046;3.223.152;1.517.402;1.705.750;33.484;36.794;-10.734;0;-10.734;75,52;70,92;80,11;10,30;10,74;9,83
Piaui;PI;2047;3.208.684;1.509.144;1.699.540;33.058;37.216;-10.734;0;-10.734;75,64;71,05;80,21;10,18;10,63;9,72
Piaui;PI;2048;3.193.390;1.500.538;1.692.852;32.675;37.635;-10.734;0;-10.734;75,76;71,18;80,31;10,07;10,52;9,61
Piaui;PI;2049;3.177.306;1.491.603;1.685.703;32.308;38.046;-10.734;0;-10.734;75,87;71,30;80,41;9,97;10,42;9,51
Piaui;PI;2050;3.160.429;1.482.338;1.678.091;31.916;38.464;-10.734;0;-10.734;75,98;71,43;80,51;9,88;10,32;9,41
Piaui;PI;2051;3.142.736;1.472.732;1.670.004;31.504;38.875;-10.734;0;-10.734;76,09;71,55;80,60;9,78;10,23;9,32
Piaui;PI;2052;3.124.227;1.462.787;1.661.440;31.098;39.275;-10.734;0;-10.734;76,20;71,68;80,70;9,69;10,14;9,23
Piaui;PI;2053;3.104.924;1.452.515;1.652.409;30.698;39.659;-10.734;0;-10.734;76,32;71,80;80,78;9,61;10,06;9,15
Piaui;PI;2054;3.084.843;1.441.926;1.642.917;30.301;40.035;-10.734;0;-10.734;76,42;71,92;80,87;9,54;9,98;9,07
Piaui;PI;2055;3.063.982;1.431.020;1.632.962;29.880;40.399;-10.734;0;-10.734;76,53;72,05;80,95;9,46;9,90;8,99
Piaui;PI;2056;3.042.336;1.419.794;1.622.542;29.452;40.758;-10.734;0;-10.734;76,63;72,17;81,04;9,39;9,83;8,93
Piaui;PI;2057;3.019.911;1.408.251;1.611.660;29.020;41.098;-10.734;0;-10.734;76,73;72,29;81,12;9,33;9,77;8,86
Piaui;PI;2058;2.996.721;1.396.402;1.600.319;28.579;41.412;-10.734;0;-10.734;76,83;72,41;81,19;9,26;9,71;8,80
Piaui;PI;2059;2.972.786;1.384.260;1.588.526;28.141;41.710;-10.734;0;-10.734;76,93;72,54;81,27;9,20;9,65;8,74
Piaui;PI;2060;2.948.119;1.371.831;1.576.288;27.697;41.995;-10.734;0;-10.734;77,03;72,66;81,34;9,15;9,59;8,68
Ceara;CE;2010;8.623.766;4.205.272;4.418.494;133.724;61.299;-14.433;0;-14.433;72,40;68,49;76,40;19,68;21,67;17,59
Ceara;CE;2011;8.681.591;4.231.006;4.450.585;133.209;61.334;-14.217;0;-14.217;72,65;68,74;76,66;18,57;20,36;16,68
Ceara;CE;2012;8.738.045;4.256.030;4.482.015;130.855;61.605;-14.000;0;-14.000;72,91;68,98;76,91;17,56;19,18;15,86
Ceara;CE;2013;8.792.607;4.280.105;4.512.502;129.636;61.979;-13.784;0;-13.784;73,15;69,22;77,16;16,65;18,12;15,10
Ceara;CE;2014;8.847.031;4.304.146;4.542.885;130.986;62.444;-13.567;0;-13.567;73,39;69,46;77,39;15,81;17,16;14,40
Ceara;CE;2015;8.905.267;4.330.182;4.575.085;137.806;62.959;-13.350;0;-13.350;73,62;69,69;77,62;15,07;16,30;13,77
Ceara;CE;2016;8.962.834;4.355.918;4.606.916;130.201;63.430;-13.134;0;-13.134;73,85;69,91;77,85;14,40;15,54;13,20
Ceara;CE;2017;9.018.764;4.380.860;4.637.904;135.072;63.931;-12.917;0;-12.917;74,07;70,13;78,06;13,79;14,85;12,67
Ceara;CE;2018;9.076.426;4.406.739;4.669.687;134.319;64.518;-12.701;0;-12.701;74,28;70,34;78,26;13,24;14,23;12,20
Ceara;CE;2019;9.132.858;4.432.035;4.700.823;133.350;65.101;-12.484;0;-12.484;74,48;70,55;78,46;12,75;13,68;11,77
Ceara;CE;2020;9.187.886;4.456.662;4.731.224;132.295;65.736;-12.268;0;-12.268;74,68;70,75;78,65;12,31;13,19;11,38
Ceara;CE;2021;9.241.366;4.480.553;4.760.813;131.131;66.409;-12.052;0;-12.052;74,88;70,95;78,84;11,91;12,75;11,03
Ceara;CE;2022;9.293.112;4.503.609;4.789.503;129.802;67.145;-11.835;0;-11.835;75,07;71,15;79,02;11,56;12,36;10,72
Ceara;CE;2023;9.342.908;4.525.723;4.817.185;128.344;67.955;-11.619;0;-11.619;75,25;71,34;79,19;11,24;12,01;10,43
Ceara;CE;2024;9.390.560;4.546.808;4.843.752;126.753;68.817;-11.402;0;-11.402;75,43;71,52;79,35;10,95;11,70;10,17
Ceara;CE;2025;9.435.907;4.566.789;4.869.118;125.101;69.757;-11.186;0;-11.186;75,60;71,70;79,51;10,70;11,42;9,94
Ceara;CE;2026;9.478.838;4.585.617;4.893.221;123.421;70.747;-10.969;0;-10.969;75,76;71,88;79,66;10,47;11,17;9,74
Ceara;CE;2027;9.519.244;4.603.243;4.916.001;121.672;71.815;-10.752;0;-10.752;75,92;72,05;79,81;10,26;10,95;9,55
Ceara;CE;2028;9.557.007;4.619.611;4.937.396;119.873;72.916;-10.536;0;-10.536;76,08;72,22;79,95;10,08;10,75;9,38
Ceara;CE;2029;9.592.073;4.634.695;4.957.378;118.080;74.050;-10.319;0;-10.319;76,23;72,38;80,08;9,92;10,57;9,23
Ceara;CE;2030;9.624.466;4.648.505;4.975.961;116.407;75.229;-10.103;0;-10.103;76,37;72,54;80,21;9,77;10,42;9,10
Ceara;CE;2031;9.654.132;4.661.008;4.993.124;114.761;76.400;-10.103;0;-10.103;76,52;72,69;80,34;9,64;10,28;8,98
Ceara;CE;2032;9.680.942;4.672.135;5.008.807;113.098;77.634;-10.103;0;-10.103;76,65;72,84;80,46;9,53;10,15;8,87
Ceara;CE;2033;9.704.871;4.681.877;5.022.994;111.521;78.922;-10.103;0;-10.103;76,78;72,99;80,57;9,42;10,04;8,77
Ceara;CE;2034;9.725.938;4.690.245;5.035.693;110.014;80.273;-10.103;0;-10.103;76,91;73,13;80,68;9,33;9,94;8,68
Ceara;CE;2035;9.744.180;4.697.265;5.046.915;108.623;81.674;-10.103;0;-10.103;77,03;73,27;80,79;9,25;9,86;8,60
Ceara;CE;2036;9.759.629;4.702.961;5.056.668;107.302;83.148;-10.103;0;-10.103;77,15;73,40;80,89;9,17;9,78;8,53
Ceara;CE;2037;9.772.281;4.707.333;5.064.948;106.019;84.663;-10.103;0;-10.103;77,26;73,53;80,99;9,11;9,71;8,47
Ceara;CE;2038;9.782.155;4.710.401;5.071.754;104.839;86.241;-10.103;0;-10.103;77,37;73,66;81,08;9,04;9,65;8,42
Ceara;CE;2039;9.789.317;4.712.199;5.077.118;103.756;87.824;-10.103;0;-10.103;77,48;73,78;81,17;8,99;9,59;8,37
Ceara;CE;2040;9.793.834;4.712.761;5.081.073;102.731;89.422;-10.103;0;-10.103;77,58;73,90;81,25;8,95;9,54;8,32
Ceara;CE;2041;9.795.742;4.712.108;5.083.634;101.760;91.047;-10.103;0;-10.103;77,68;74,02;81,33;8,91;9,50;8,28
Ceara;CE;2042;9.795.059;4.710.248;5.084.811;100.852;92.726;-10.103;0;-10.103;77,77;74,13;81,41;8,87;9,46;8,25
Ceara;CE;2043;9.791.826;4.707.206;5.084.620;100.013;94.397;-10.103;0;-10.103;77,87;74,24;81,49;8,84;9,42;8,21
Ceara;CE;2044;9.786.100;4.703.009;5.083.091;99.239;96.102;-10.103;0;-10.103;77,95;74,35;81,56;8,81;9,39;8,18
Ceara;CE;2045;9.777.877;4.697.657;5.080.220;98.447;97.826;-10.103;0;-10.103;78,04;74,45;81,63;8,78;9,36;8,16
Ceara;CE;2046;9.767.129;4.691.143;5.075.986;97.652;99.563;-10.103;0;-10.103;78,13;74,55;81,70;8,75;9,34;8,14
Ceara;CE;2047;9.753.853;4.683.466;5.070.387;96.891;101.325;-10.103;0;-10.103;78,20;74,64;81,76;8,73;9,32;8,12
Ceara;CE;2048;9.738.051;4.674.630;5.063.421;96.138;103.102;-10.103;0;-10.103;78,28;74,74;81,82;8,71;9,30;8,10
Ceara;CE;2049;9.719.721;4.664.640;5.055.081;95.390;104.879;-10.103;0;-10.103;78,35;74,83;81,88;8,69;9,28;8,08
Ceara;CE;2050;9.698.820;4.653.481;5.045.339;94.569;106.675;-10.103;0;-10.103;78,42;74,92;81,93;8,68;9,27;8,07
Ceara;CE;2051;9.675.292;4.641.128;5.034.164;93.704;108.447;-10.103;0;-10.103;78,50;75,00;81,98;8,66;9,25;8,05
Ceara;CE;2052;9.649.120;4.627.576;5.021.544;92.845;110.240;-10.103;0;-10.103;78,56;75,08;82,04;8,65;9,24;8,04
Ceara;CE;2053;9.620.296;4.612.827;5.007.469;91.941;111.985;-10.103;0;-10.103;78,63;75,16;82,08;8,65;9,23;8,03
Ceara;CE;2054;9.588.823;4.596.884;4.991.939;91.017;113.712;-10.103;0;-10.103;78,69;75,24;82,13;8,64;9,22;8,02
Ceara;CE;2055;9.554.693;4.579.739;4.974.954;90.019;115.379;-10.103;0;-10.103;78,74;75,31;82,17;8,63;9,21;8,01
Ceara;CE;2056;9.517.922;4.561.396;4.956.526;89.007;116.983;-10.103;0;-10.103;78,80;75,39;82,22;8,62;9,20;8,01
Ceara;CE;2057;9.478.556;4.541.878;4.936.678;88.002;118.551;-10.103;0;-10.103;78,86;75,45;82,26;8,61;9,19;8,00
Ceara;CE;2058;9.436.622;4.521.197;4.915.425;86.961;120.074;-10.103;0;-10.103;78,91;75,52;82,30;8,61;9,19;7,99
Ceara;CE;2059;9.392.152;4.499.364;4.892.788;85.923;121.544;-10.103;0;-10.103;78,96;75,59;82,33;8,60;9,18;7,99
Ceara;CE;2060;9.345.192;4.476.397;4.868.795;84.872;122.964;-10.103;0;-10.103;79,01;75,65;82,37;8,60;9,18;7,98
Rio Grande do Norte;RN;2010;3.239.939;1.584.137;1.655.802;49.915;21.068;2.171;0;2.171;74,10;70,16;78,14;20,60;23,86;17,17
Rio Grande do Norte;RN;2011;3.271.415;1.598.982;1.672.433;50.858;21.062;2.139;0;2.139;74,41;70,45;78,45;19,25;22,30;16,06
Rio Grande do Norte;RN;2012;3.302.720;1.613.743;1.688.977;49.724;21.155;2.106;0;2.106;74,69;70,72;78,75;18,08;20,92;15,09
Rio Grande do Norte;RN;2013;3.332.952;1.627.967;1.704.985;48.992;21.278;2.074;0;2.074;74,97;70,99;79,03;17,04;19,71;14,24
Rio Grande do Norte;RN;2014;3.363.084;1.642.156;1.720.928;49.875;21.441;2.041;0;2.041;75,23;71,24;79,29;16,14;18,64;13,50
Rio Grande do Norte;RN;2015;3.393.814;1.656.668;1.737.146;50.605;21.629;2.008;0;2.008;75,48;71,49;79,54;15,34;17,70;12,87
Rio Grande do Norte;RN;2016;3.422.843;1.670.328;1.752.515;46.897;21.798;1.976;0;1.976;75,72;71,73;79,77;14,65;16,87;12,32
Rio Grande do Norte;RN;2017;3.450.669;1.683.393;1.767.276;48.628;21.994;1.943;0;1.943;75,96;71,96;79,99;14,05;16,15;11,84
Rio Grande do Norte;RN;2018;3.479.010;1.696.742;1.782.268;48.442;22.249;1.911;0;1.911;76,17;72,18;80,19;13,53;15,52;11,44
Rio Grande do Norte;RN;2019;3.506.853;1.709.856;1.796.997;48.223;22.518;1.878;0;1.878;76,38;72,40;80,38;13,07;14,96;11,09
Rio Grande do Norte;RN;2020;3.534.165;1.722.717;1.811.448;48.008;22.815;1.846;0;1.846;76,57;72,60;80,56;12,68;14,48;10,79
Rio Grande do Norte;RN;2021;3.560.903;1.735.303;1.825.600;47.760;23.135;1.814;0;1.814;76,76;72,80;80,73;12,34;14,06;10,54
Rio Grande do Norte;RN;2022;3.586.972;1.747.566;1.839.406;47.419;23.500;1.781;0;1.781;76,93;72,99;80,88;12,05;13,69;10,32
Rio Grande do Norte;RN;2023;3.612.280;1.759.460;1.852.820;47.055;23.888;1.749;0;1.749;77,10;73,17;81,03;11,79;13,37;10,13
Rio Grande do Norte;RN;2024;3.636.783;1.770.963;1.865.820;46.685;24.312;1.716;0;1.716;77,26;73,35;81,16;11,57;13,09;9,97
Rio Grande do Norte;RN;2025;3.660.428;1.782.050;1.878.378;46.285;24.768;1.684;0;1.684;77,41;73,52;81,29;11,38;12,84;9,84
Rio Grande do Norte;RN;2026;3.683.162;1.792.699;1.890.463;45.870;25.255;1.651;0;1.651;77,55;73,68;81,41;11,21;12,63;9,72
Rio Grande do Norte;RN;2027;3.704.935;1.802.886;1.902.049;45.430;25.768;1.618;0;1.618;77,69;73,84;81,52;11,07;12,44;9,63
Rio Grande do Norte;RN;2028;3.725.694;1.812.586;1.913.108;44.969;26.316;1.586;0;1.586;77,81;73,98;81,63;10,95;12,28;9,54
Rio Grande do Norte;RN;2029;3.745.416;1.821.789;1.923.627;44.524;26.873;1.553;0;1.553;77,93;74,13;81,72;10,84;12,13;9,47
Rio Grande do Norte;RN;2030;3.764.104;1.830.494;1.933.610;44.097;27.445;1.521;0;1.521;78,04;74,26;81,81;10,74;12,01;9,41
Rio Grande do Norte;RN;2031;3.781.756;1.838.701;1.943.055;43.642;28.032;1.521;0;1.521;78,15;74,39;81,90;10,66;11,90;9,36
Rio Grande do Norte;RN;2032;3.798.352;1.846.398;1.951.954;43.182;28.642;1.521;0;1.521;78,25;74,52;81,98;10,59;11,80;9,32
Rio Grande do Norte;RN;2033;3.813.882;1.853.581;1.960.301;42.747;29.270;1.521;0;1.521;78,35;74,64;82,05;10,53;11,71;9,28
Rio Grande do Norte;RN;2034;3.828.342;1.860.250;1.968.092;42.329;29.927;1.521;0;1.521;78,45;74,75;82,12;10,48;11,64;9,25
Rio Grande do Norte;RN;2035;3.841.717;1.866.398;1.975.319;41.929;30.621;1.521;0;1.521;78,53;74,86;82,18;10,43;11,57;9,23
Rio Grande do Norte;RN;2036;3.853.989;1.872.019;1.981.970;41.526;31.332;1.521;0;1.521;78,61;74,97;82,24;10,39;11,52;9,20
Rio Grande do Norte;RN;2037;3.865.144;1.877.107;1.988.037;41.145;32.071;1.521;0;1.521;78,69;75,07;82,29;10,35;11,47;9,18
Rio Grande do Norte;RN;2038;3.875.180;1.881.662;1.993.518;40.782;32.825;1.521;0;1.521;78,76;75,16;82,34;10,32;11,42;9,17
Rio Grande do Norte;RN;2039;3.884.099;1.885.684;1.998.415;40.430;33.592;1.521;0;1.521;78,83;75,26;82,39;10,29;11,38;9,15
Rio Grande do Norte;RN;2040;3.891.897;1.889.169;2.002.728;40.083;34.366;1.521;0;1.521;78,89;75,34;82,43;10,27;11,35;9,14
Rio Grande do Norte;RN;2041;3.898.577;1.892.116;2.006.461;39.745;35.144;1.521;0;1.521;78,95;75,43;82,48;10,25;11,32;9,13
Rio Grande do Norte;RN;2042;3.904.155;1.894.533;2.009.622;39.447;35.934;1.521;0;1.521;79,01;75,51;82,51;10,23;11,29;9,12
Rio Grande do Norte;RN;2043;3.908.642;1.896.424;2.012.218;39.156;36.736;1.521;0;1.521;79,06;75,58;82,55;10,21;11,26;9,12
Rio Grande do Norte;RN;2044;3.912.024;1.897.783;2.014.241;38.861;37.559;1.521;0;1.521;79,11;75,65;82,58;10,20;11,24;9,11
Rio Grande do Norte;RN;2045;3.914.280;1.898.602;2.015.678;38.564;38.395;1.521;0;1.521;79,16;75,72;82,61;10,19;11,22;9,11
Rio Grande do Norte;RN;2046;3.915.401;1.898.879;2.016.522;38.278;39.246;1.521;0;1.521;79,21;75,79;82,64;10,18;11,21;9,10
Rio Grande do Norte;RN;2047;3.915.396;1.898.622;2.016.774;38.020;40.104;1.521;0;1.521;79,25;75,85;82,67;10,17;11,19;9,10
Rio Grande do Norte;RN;2048;3.914.271;1.897.835;2.016.436;37.763;40.970;1.521;0;1.521;79,29;75,91;82,69;10,16;11,18;9,10
Rio Grande do Norte;RN;2049;3.912.020;1.896.519;2.015.501;37.491;41.829;1.521;0;1.521;79,33;75,97;82,71;10,16;11,17;9,09
Rio Grande do Norte;RN;2050;3.908.632;1.894.670;2.013.962;37.210;42.688;1.521;0;1.521;79,37;76,02;82,73;10,15;11,16;9,09
Rio Grande do Norte;RN;2051;3.904.116;1.892.296;2.011.820;36.935;43.532;1.521;0;1.521;79,40;76,07;82,75;10,15;11,15;9,09
Rio Grande do Norte;RN;2052;3.898.491;1.889.409;2.009.082;36.673;44.369;1.521;0;1.521;79,43;76,12;82,77;10,14;11,14;9,09
Rio Grande do Norte;RN;2053;3.891.770;1.886.016;2.005.754;36.399;45.187;1.521;0;1.521;79,46;76,17;82,79;10,13;11,13;9,09
Rio Grande do Norte;RN;2054;3.883.966;1.882.121;2.001.845;36.113;45.976;1.521;0;1.521;79,49;76,21;82,80;10,13;11,13;9,08
Rio Grande do Norte;RN;2055;3.875.091;1.877.728;1.997.363;35.812;46.741;1.521;0;1.521;79,52;76,26;82,82;10,13;11,12;9,08
Rio Grande do Norte;RN;2056;3.865.173;1.872.848;1.992.325;35.524;47.472;1.521;0;1.521;79,54;76,30;82,83;10,12;11,12;9,08
Rio Grande do Norte;RN;2057;3.854.254;1.867.501;1.986.753;35.245;48.176;1.521;0;1.521;79,57;76,34;82,85;10,12;11,11;9,08
Rio Grande do Norte;RN;2058;3.842.355;1.861.695;1.980.660;34.952;48.860;1.521;0;1.521;79,59;76,37;82,86;10,12;11,11;9,08
Rio Grande do Norte;RN;2059;3.829.494;1.855.435;1.974.059;34.655;49.512;1.521;0;1.521;79,61;76,41;82,87;10,12;11,10;9,08
